rental_id,car_id,checkin_type,state,delay_at_checkout_in_minutes,previous_ended_rental_id,time_delta_with_previous_rental_in_minutes,delay,factorized_checkin_type,factorized_state,factorized_delay
554757.0,227230.0,mobile,ended,-42.0,,,0- No delay,0,0,0
545947.0,396470.0,mobile,ended,-44.0,,,0- No delay,0,0,0
545922.0,409695.0,mobile,ended,-80.0,,,0- No delay,0,0,0
545782.0,382901.0,mobile,ended,-9.0,,,0- No delay,0,0,0
561158.0,376239.0,mobile,ended,-76.0,,,0- No delay,0,0,0
561382.0,310918.0,connect,ended,-1.0,,,0- No delay,1,0,0
561470.0,350149.0,mobile,ended,-62.0,,,0- No delay,0,0,0
545438.0,393172.0,connect,ended,-467.0,,,0- No delay,1,0,0
546957.0,405122.0,mobile,ended,-113.0,,,0- No delay,0,0,0
553995.0,353087.0,mobile,ended,-303.0,,,0- No delay,0,0,0
559093.0,383105.0,mobile,ended,-71.0,,,0- No delay,0,0,0
557020.0,377509.0,mobile,ended,-148.0,,,0- No delay,0,0,0
557486.0,343808.0,connect,ended,-83.0,,,0- No delay,1,0,0
548904.0,373316.0,mobile,ended,-40.0,,,0- No delay,0,0,0
548897.0,278005.0,mobile,ended,-307.0,,,0- No delay,0,0,0
557576.0,405095.0,mobile,ended,-23.0,,,0- No delay,0,0,0
548603.0,363820.0,mobile,ended,-22.0,,,0- No delay,0,0,0
548598.0,288973.0,mobile,ended,-133.0,,,0- No delay,0,0,0
557647.0,375883.0,connect,ended,-38.0,,,0- No delay,1,0,0
553199.0,393799.0,mobile,ended,-79.0,,,0- No delay,0,0,0
548279.0,317330.0,connect,ended,-692.0,,,0- No delay,1,0,0
548215.0,367346.0,mobile,ended,-8.0,,,0- No delay,0,0,0
553454.0,410896.0,mobile,ended,-35.0,,,0- No delay,0,0,0
558394.0,397897.0,mobile,ended,-5.0,,,0- No delay,0,0,0
553563.0,403265.0,connect,ended,-435.0,,,0- No delay,1,0,0
547236.0,392147.0,mobile,ended,-8.0,,,0- No delay,0,0,0
553709.0,348632.0,mobile,ended,-5.0,,,0- No delay,0,0,0
558670.0,304392.0,connect,ended,-20.0,,,0- No delay,1,0,0
553732.0,378786.0,mobile,ended,-77.0,,,0- No delay,0,0,0
547177.0,214635.0,connect,ended,-548.0,,,0- No delay,1,0,0
553940.0,390068.0,connect,ended,-3.0,556203.0,180.0,0- No delay,1,0,0
547122.0,385574.0,connect,ended,-5.0,,,0- No delay,1,0,0
557889.0,392718.0,mobile,ended,-54.0,,,0- No delay,0,0,0
538453.0,242367.0,mobile,ended,-716.0,,,0- No delay,0,0,0
552425.0,385625.0,connect,ended,-102.0,550476.0,30.0,0- No delay,1,0,0
552448.0,364662.0,mobile,ended,-232.0,,,0- No delay,0,0,0
558759.0,368753.0,connect,ended,-126.0,,,0- No delay,1,0,0
556236.0,407576.0,mobile,ended,-18.0,,,0- No delay,0,0,0
539540.0,396009.0,connect,ended,-47.0,,,0- No delay,1,0,0
556396.0,319886.0,connect,ended,-22.0,553022.0,30.0,0- No delay,1,0,0
558525.0,297962.0,connect,ended,-256.0,555341.0,30.0,0- No delay,1,0,0
556434.0,377219.0,connect,ended,-840.0,,,0- No delay,1,0,0
554302.0,203811.0,mobile,ended,-88.0,,,0- No delay,0,0,0
556530.0,256877.0,mobile,ended,-28.0,,,0- No delay,0,0,0
558250.0,375126.0,connect,ended,-4.0,549813.0,600.0,0- No delay,1,0,0
558088.0,245154.0,connect,ended,-40.0,566170.0,180.0,0- No delay,1,0,0
558047.0,396746.0,mobile,ended,-25.0,,,0- No delay,0,0,0
557913.0,351021.0,mobile,ended,-4.0,,,0- No delay,0,0,0
539533.0,382613.0,mobile,ended,-23.0,,,0- No delay,0,0,0
556915.0,391519.0,connect,ended,-62.0,,,0- No delay,1,0,0
556928.0,245154.0,connect,ended,-99.0,556011.0,60.0,0- No delay,1,0,0
557060.0,379751.0,connect,ended,-826.0,,,0- No delay,1,0,0
557184.0,358082.0,connect,ended,-111.0,,,0- No delay,1,0,0
557572.0,383139.0,mobile,ended,-85.0,,,0- No delay,0,0,0
539013.0,336517.0,mobile,ended,-123.0,,,0- No delay,0,0,0
557314.0,383126.0,mobile,ended,-16.0,,,0- No delay,0,0,0
538901.0,310553.0,connect,ended,-491.0,,,0- No delay,1,0,0
558974.0,321069.0,mobile,ended,-5.0,,,0- No delay,0,0,0
539636.0,205325.0,mobile,ended,-8.0,,,0- No delay,0,0,0
553874.0,376901.0,connect,ended,-643.0,,,0- No delay,1,0,0
553857.0,336399.0,mobile,ended,-16.0,,,0- No delay,0,0,0
561368.0,249274.0,connect,ended,-3.0,558711.0,30.0,0- No delay,1,0,0
561366.0,305917.0,mobile,ended,-104.0,,,0- No delay,0,0,0
561285.0,392479.0,mobile,ended,-40.0,,,0- No delay,0,0,0
561269.0,389467.0,mobile,ended,-21.0,,,0- No delay,0,0,0
561157.0,373726.0,mobile,ended,-14.0,,,0- No delay,0,0,0
553547.0,323762.0,mobile,ended,-49.0,,,0- No delay,0,0,0
541032.0,374337.0,mobile,ended,-52.0,,,0- No delay,0,0,0
561054.0,387845.0,mobile,ended,-18.0,,,0- No delay,0,0,0
553808.0,385628.0,connect,ended,-62.0,,,0- No delay,1,0,0
560884.0,410068.0,mobile,ended,-41.0,,,0- No delay,0,0,0
560720.0,404020.0,mobile,ended,-14.0,,,0- No delay,0,0,0
557703.0,413558.0,mobile,ended,-54.0,,,0- No delay,0,0,0
540655.0,398886.0,mobile,ended,-23.0,,,0- No delay,0,0,0
553433.0,391518.0,mobile,ended,-748.0,,,0- No delay,0,0,0
560005.0,301068.0,mobile,ended,-78.0,,,0- No delay,0,0,0
559924.0,376064.0,mobile,ended,-3.0,,,0- No delay,0,0,0
554718.0,374881.0,mobile,ended,-52.0,,,0- No delay,0,0,0
553473.0,407763.0,mobile,ended,-176.0,,,0- No delay,0,0,0
555471.0,385625.0,connect,ended,-4.0,,,0- No delay,1,0,0
559428.0,289720.0,connect,ended,-16.0,520878.0,90.0,0- No delay,1,0,0
555647.0,366990.0,connect,ended,-6.0,,,0- No delay,1,0,0
540227.0,389833.0,mobile,ended,-5.0,,,0- No delay,0,0,0
540132.0,397838.0,mobile,ended,-15.0,526192.0,720.0,0- No delay,0,0,0
554422.0,374684.0,mobile,ended,-48.0,,,0- No delay,0,0,0
561570.0,374337.0,mobile,ended,-38.0,,,0- No delay,0,0,0
555089.0,321121.0,mobile,ended,-59.0,,,0- No delay,0,0,0
557945.0,379931.0,mobile,ended,-67.0,,,0- No delay,0,0,0
556609.0,404380.0,mobile,ended,-18.0,,,0- No delay,0,0,0
553984.0,410694.0,mobile,ended,-148.0,,,0- No delay,0,0,0
559967.0,340369.0,connect,ended,-21.0,559032.0,180.0,0- No delay,1,0,0
560051.0,383481.0,mobile,ended,-37.0,,,0- No delay,0,0,0
556622.0,362433.0,connect,ended,-1.0,,,0- No delay,1,0,0
553730.0,390976.0,connect,ended,-29.0,,,0- No delay,1,0,0
553726.0,347847.0,mobile,ended,-36.0,,,0- No delay,0,0,0
553660.0,412936.0,mobile,ended,-3.0,,,0- No delay,0,0,0
553532.0,355444.0,connect,ended,-20.0,,,0- No delay,1,0,0
560144.0,346166.0,mobile,ended,-13.0,,,0- No delay,0,0,0
560206.0,412025.0,mobile,ended,-82.0,558245.0,480.0,0- No delay,0,0,0
553356.0,381684.0,mobile,ended,-1.0,,,0- No delay,0,0,0
556645.0,382854.0,mobile,ended,-123.0,,,0- No delay,0,0,0
538454.0,189234.0,mobile,ended,-93.0,,,0- No delay,0,0,0
556665.0,378768.0,mobile,ended,-107.0,,,0- No delay,0,0,0
560337.0,375126.0,connect,ended,-52.0,,,0- No delay,1,0,0
560500.0,377781.0,mobile,ended,-259.0,544750.0,0.0,0- No delay,0,0,0
556814.0,378850.0,mobile,ended,-77.0,,,0- No delay,0,0,0
560659.0,223850.0,mobile,ended,-112.0,559026.0,180.0,0- No delay,0,0,0
560823.0,285452.0,connect,ended,-37.0,,,0- No delay,1,0,0
561156.0,267414.0,mobile,ended,-107.0,,,0- No delay,0,0,0
561186.0,203887.0,connect,ended,-55.0,,,0- No delay,1,0,0
552524.0,173061.0,connect,ended,-22.0,,,0- No delay,1,0,0
556495.0,395720.0,mobile,ended,-209.0,,,0- No delay,0,0,0
554508.0,241021.0,connect,ended,-37.0,,,0- No delay,1,0,0
556390.0,177058.0,mobile,ended,-10.0,,,0- No delay,0,0,0
554581.0,406629.0,mobile,ended,-5.0,,,0- No delay,0,0,0
556648.0,332548.0,mobile,ended,-581.0,,,0- No delay,0,0,0
556608.0,368275.0,mobile,ended,-12.0,,,0- No delay,0,0,0
555893.0,312157.0,mobile,ended,-49.0,,,0- No delay,0,0,0
556151.0,176252.0,mobile,ended,-1.0,,,0- No delay,0,0,0
558081.0,377670.0,connect,ended,-16.0,,,0- No delay,1,0,0
558507.0,386322.0,mobile,ended,-89.0,,,0- No delay,0,0,0
538582.0,407875.0,mobile,ended,-140.0,,,0- No delay,0,0,0
556316.0,325328.0,connect,ended,-86.0,,,0- No delay,1,0,0
558868.0,285007.0,mobile,ended,-22.0,,,0- No delay,0,0,0
538779.0,405970.0,mobile,ended,-3.0,,,0- No delay,0,0,0
556344.0,407865.0,mobile,ended,-15.0,,,0- No delay,0,0,0
555813.0,360548.0,mobile,ended,-26.0,,,0- No delay,0,0,0
558932.0,168093.0,mobile,ended,-5.0,,,0- No delay,0,0,0
538455.0,348725.0,mobile,ended,-5.0,,,0- No delay,0,0,0
558941.0,370312.0,mobile,ended,-32.0,547786.0,660.0,0- No delay,0,0,0
555600.0,391519.0,connect,ended,-95.0,,,0- No delay,1,0,0
559007.0,276923.0,mobile,ended,-10.0,,,0- No delay,0,0,0
559254.0,373915.0,mobile,ended,-117.0,,,0- No delay,0,0,0
555081.0,311353.0,mobile,ended,-72.0,,,0- No delay,0,0,0
559387.0,216576.0,connect,ended,-4.0,,,0- No delay,1,0,0
559437.0,402989.0,connect,ended,-99.0,,,0- No delay,1,0,0
558910.0,412343.0,mobile,ended,-70.0,,,0- No delay,0,0,0
541142.0,386409.0,mobile,ended,-12.0,,,0- No delay,0,0,0
561843.0,399926.0,mobile,ended,-12.0,,,0- No delay,0,0,0
554836.0,317298.0,connect,ended,-48.0,,,0- No delay,1,0,0
568680.0,360299.0,connect,ended,-245.0,,,0- No delay,1,0,0
544995.0,383309.0,mobile,ended,-57.0,,,0- No delay,0,0,0
532301.0,363789.0,mobile,ended,-132.0,,,0- No delay,0,0,0
532278.0,245636.0,mobile,ended,-86.0,,,0- No delay,0,0,0
532085.0,333731.0,mobile,ended,-31.0,,,0- No delay,0,0,0
534926.0,390702.0,connect,ended,-178.0,,,0- No delay,1,0,0
545243.0,407084.0,mobile,ended,-298.0,,,0- No delay,0,0,0
534827.0,404169.0,mobile,ended,-7.0,531158.0,90.0,0- No delay,0,0,0
534820.0,373893.0,connect,ended,-576.0,,,0- No delay,1,0,0
569246.0,311888.0,mobile,ended,-79.0,,,0- No delay,0,0,0
534654.0,303652.0,mobile,ended,-52.0,,,0- No delay,0,0,0
569730.0,331627.0,mobile,ended,-3.0,,,0- No delay,0,0,0
531586.0,406831.0,mobile,ended,-752.0,,,0- No delay,0,0,0
569866.0,356326.0,mobile,ended,-35.0,,,0- No delay,0,0,0
530720.0,252369.0,mobile,ended,-202.0,,,0- No delay,0,0,0
570547.0,224728.0,mobile,ended,-70.0,,,0- No delay,0,0,0
533670.0,320824.0,connect,ended,-6.0,556563.0,630.0,0- No delay,1,0,0
570570.0,334686.0,mobile,ended,-22.0,,,0- No delay,0,0,0
530139.0,361217.0,mobile,ended,-330.0,,,0- No delay,0,0,0
533380.0,314456.0,connect,ended,-167.0,,,0- No delay,1,0,0
533303.0,336902.0,mobile,ended,-340.0,,,0- No delay,0,0,0
533294.0,364052.0,mobile,ended,-33.0,,,0- No delay,0,0,0
532802.0,373061.0,mobile,ended,-98.0,,,0- No delay,0,0,0
544960.0,226544.0,connect,ended,-117.0,,,0- No delay,1,0,0
570845.0,363789.0,mobile,ended,-73.0,,,0- No delay,0,0,0
535331.0,402083.0,connect,ended,-108.0,,,0- No delay,1,0,0
535514.0,348178.0,mobile,ended,-150.0,,,0- No delay,0,0,0
534623.0,376406.0,connect,ended,-410.0,,,0- No delay,1,0,0
544504.0,385131.0,connect,ended,-170.0,,,0- No delay,1,0,0
544513.0,228659.0,mobile,ended,-24.0,,,0- No delay,0,0,0
566995.0,318809.0,mobile,ended,-18.0,,,0- No delay,0,0,0
534440.0,305171.0,mobile,ended,-17.0,,,0- No delay,0,0,0
537352.0,349280.0,mobile,ended,-96.0,,,0- No delay,0,0,0
537277.0,342067.0,mobile,ended,-125.0,,,0- No delay,0,0,0
534205.0,289570.0,mobile,ended,-14.0,,,0- No delay,0,0,0
567577.0,365355.0,mobile,ended,-26.0,,,0- No delay,0,0,0
567706.0,254012.0,mobile,ended,-35.0,,,0- No delay,0,0,0
536990.0,193354.0,mobile,ended,-12.0,,,0- No delay,0,0,0
536444.0,389785.0,connect,ended,-130.0,,,0- No delay,1,0,0
568034.0,355444.0,connect,ended,-88.0,,,0- No delay,1,0,0
536108.0,337311.0,mobile,ended,-843.0,,,0- No delay,0,0,0
535821.0,381583.0,mobile,ended,-10.0,,,0- No delay,0,0,0
568153.0,312716.0,mobile,ended,-166.0,541645.0,120.0,0- No delay,0,0,0
535738.0,398733.0,mobile,ended,-1.0,,,0- No delay,0,0,0
544661.0,228254.0,connect,ended,-119.0,,,0- No delay,1,0,0
532933.0,379328.0,mobile,ended,-23.0,,,0- No delay,0,0,0
532747.0,386928.0,mobile,ended,-45.0,,,0- No delay,0,0,0
535399.0,362659.0,mobile,ended,-6.0,,,0- No delay,0,0,0
532416.0,275810.0,mobile,ended,-148.0,,,0- No delay,0,0,0
532245.0,361468.0,connect,ended,-63.0,,,0- No delay,1,0,0
531961.0,234356.0,mobile,ended,-47.0,,,0- No delay,0,0,0
521352.0,403184.0,mobile,ended,-29.0,,,0- No delay,0,0,0
567772.0,295102.0,mobile,ended,-163.0,,,0- No delay,0,0,0
568268.0,357304.0,mobile,ended,-36.0,,,0- No delay,0,0,0
515799.0,392368.0,connect,ended,-151.0,538120.0,510.0,0- No delay,1,0,0
520095.0,404496.0,mobile,ended,-16.0,,,0- No delay,0,0,0
519795.0,383720.0,connect,ended,-159.0,,,0- No delay,1,0,0
568538.0,319463.0,mobile,ended,-41.0,,,0- No delay,0,0,0
568725.0,403265.0,connect,ended,-159.0,,,0- No delay,1,0,0
518366.0,397217.0,mobile,ended,-156.0,,,0- No delay,0,0,0
518282.0,364160.0,connect,ended,-81.0,,,0- No delay,1,0,0
569415.0,408598.0,mobile,ended,-74.0,,,0- No delay,0,0,0
524822.0,391132.0,mobile,ended,-17.0,,,0- No delay,0,0,0
523194.0,216576.0,connect,ended,-163.0,548778.0,120.0,0- No delay,1,0,0
521021.0,270198.0,mobile,ended,-68.0,,,0- No delay,0,0,0
521493.0,379200.0,mobile,ended,-46.0,,,0- No delay,0,0,0
512303.0,371242.0,mobile,ended,-44.0,,,0- No delay,0,0,0
511639.0,370585.0,connect,ended,-15.0,563782.0,570.0,0- No delay,1,0,0
511626.0,398802.0,mobile,ended,-203.0,,,0- No delay,0,0,0
521620.0,404983.0,mobile,ended,-2.0,,,0- No delay,0,0,0
573322.0,376491.0,connect,ended,-66.0,,,0- No delay,1,0,0
573790.0,341965.0,mobile,ended,-337.0,,,0- No delay,0,0,0
507750.0,269550.0,mobile,ended,-81.0,,,0- No delay,0,0,0
567694.0,349618.0,mobile,ended,-17.0,,,0- No delay,0,0,0
521734.0,190995.0,mobile,ended,-251.0,,,0- No delay,0,0,0
526468.0,379889.0,mobile,ended,-37.0,,,0- No delay,0,0,0
511401.0,203963.0,connect,ended,-11.0,,,0- No delay,1,0,0
531955.0,317639.0,mobile,ended,-30.0,,,0- No delay,0,0,0
531526.0,404562.0,mobile,ended,-160.0,,,0- No delay,0,0,0
531507.0,355554.0,mobile,ended,-4.0,,,0- No delay,0,0,0
571068.0,387810.0,connect,ended,-106.0,,,0- No delay,1,0,0
530040.0,399945.0,mobile,ended,-91.0,,,0- No delay,0,0,0
530646.0,259092.0,mobile,ended,-340.0,,,0- No delay,0,0,0
529852.0,363433.0,mobile,ended,-68.0,,,0- No delay,0,0,0
545636.0,312389.0,mobile,ended,-2.0,,,0- No delay,0,0,0
545663.0,374293.0,mobile,ended,-15.0,,,0- No delay,0,0,0
571823.0,353425.0,connect,ended,-276.0,569556.0,240.0,0- No delay,1,0,0
572243.0,409298.0,mobile,ended,-42.0,,,0- No delay,0,0,0
544417.0,403197.0,mobile,ended,-5.0,,,0- No delay,0,0,0
572711.0,414094.0,mobile,ended,-8.0,,,0- No delay,0,0,0
528808.0,181625.0,connect,ended,-76.0,557404.0,330.0,0- No delay,1,0,0
527627.0,402562.0,connect,ended,-1.0,,,0- No delay,1,0,0
527569.0,314220.0,mobile,ended,-2.0,,,0- No delay,0,0,0
573393.0,353425.0,connect,ended,-551.0,,,0- No delay,1,0,0
526798.0,356877.0,mobile,ended,-15.0,,,0- No delay,0,0,0
528922.0,312840.0,connect,ended,-34.0,,,0- No delay,1,0,0
546068.0,276502.0,mobile,ended,-73.0,,,0- No delay,0,0,0
524806.0,337859.0,mobile,ended,-26.0,,,0- No delay,0,0,0
574571.0,341861.0,connect,ended,-54.0,,,0- No delay,1,0,0
527841.0,286395.0,mobile,ended,-8.0,,,0- No delay,0,0,0
523800.0,352799.0,mobile,ended,-345.0,,,0- No delay,0,0,0
573274.0,298117.0,connect,ended,-7.0,571227.0,210.0,0- No delay,1,0,0
535779.0,368114.0,mobile,ended,-6.0,,,0- No delay,0,0,0
537822.0,396544.0,mobile,ended,-35.0,,,0- No delay,0,0,0
566931.0,408685.0,connect,ended,-11.0,,,0- No delay,1,0,0
538182.0,351030.0,mobile,ended,-48.0,,,0- No delay,0,0,0
543443.0,356551.0,connect,ended,-529.0,,,0- No delay,1,0,0
543437.0,409808.0,mobile,ended,-57.0,,,0- No delay,0,0,0
543328.0,358772.0,connect,ended,-9.0,552619.0,240.0,0- No delay,1,0,0
556412.0,358982.0,connect,ended,-24.0,,,0- No delay,1,0,0
556583.0,345888.0,mobile,ended,-260.0,,,0- No delay,0,0,0
563835.0,358082.0,connect,ended,-412.0,,,0- No delay,1,0,0
543251.0,409296.0,mobile,ended,-18.0,,,0- No delay,0,0,0
563924.0,407540.0,mobile,ended,-66.0,,,0- No delay,0,0,0
538112.0,251447.0,connect,ended,-10.0,,,0- No delay,1,0,0
564065.0,409910.0,mobile,ended,-63.0,,,0- No delay,0,0,0
538023.0,374698.0,mobile,ended,-7.0,,,0- No delay,0,0,0
543050.0,379428.0,mobile,ended,-21.0,,,0- No delay,0,0,0
537978.0,330652.0,mobile,ended,-87.0,,,0- No delay,0,0,0
542942.0,358082.0,connect,ended,-106.0,,,0- No delay,1,0,0
542894.0,218964.0,mobile,ended,-36.0,,,0- No delay,0,0,0
542661.0,391512.0,mobile,ended,-170.0,,,0- No delay,0,0,0
564999.0,373086.0,mobile,ended,-24.0,,,0- No delay,0,0,0
537764.0,231301.0,mobile,ended,-14.0,,,0- No delay,0,0,0
565694.0,355625.0,mobile,ended,-14.0,,,0- No delay,0,0,0
542400.0,315909.0,mobile,ended,-7.0,,,0- No delay,0,0,0
537710.0,346652.0,connect,ended,-93.0,,,0- No delay,1,0,0
537581.0,320272.0,mobile,ended,-7.0,,,0- No delay,0,0,0
543676.0,390481.0,mobile,ended,-53.0,,,0- No delay,0,0,0
538499.0,313242.0,mobile,ended,-34.0,,,0- No delay,0,0,0
538681.0,396268.0,mobile,ended,-543.0,,,0- No delay,0,0,0
545272.0,370585.0,connect,ended,-98.0,,,0- No delay,1,0,0
562095.0,311707.0,connect,ended,-20.0,,,0- No delay,1,0,0
562135.0,243208.0,connect,ended,-51.0,,,0- No delay,1,0,0
554860.0,200799.0,mobile,ended,-21.0,,,0- No delay,0,0,0
545068.0,374684.0,mobile,ended,-31.0,,,0- No delay,0,0,0
539223.0,304271.0,mobile,ended,-100.0,,,0- No delay,0,0,0
544980.0,350135.0,mobile,ended,-2.0,,,0- No delay,0,0,0
562463.0,351731.0,mobile,ended,-12.0,,,0- No delay,0,0,0
554998.0,400945.0,mobile,ended,-53.0,,,0- No delay,0,0,0
561799.0,404923.0,mobile,ended,-115.0,,,0- No delay,0,0,0
561886.0,181625.0,connect,ended,-93.0,,,0- No delay,1,0,0
566276.0,415681.0,mobile,ended,-163.0,,,0- No delay,0,0,0
544617.0,367627.0,mobile,ended,-23.0,,,0- No delay,0,0,0
562166.0,358480.0,mobile,ended,-23.0,567436.0,510.0,0- No delay,0,0,0
562438.0,255326.0,mobile,ended,-127.0,,,0- No delay,0,0,0
562577.0,174193.0,connect,ended,-34.0,,,0- No delay,1,0,0
555340.0,385073.0,mobile,ended,-6.0,,,0- No delay,0,0,0
544164.0,301301.0,connect,ended,-244.0,,,0- No delay,1,0,0
543984.0,313085.0,mobile,ended,-44.0,,,0- No delay,0,0,0
538903.0,346402.0,mobile,ended,-249.0,,,0- No delay,0,0,0
538843.0,295783.0,connect,ended,-45.0,,,0- No delay,1,0,0
538722.0,176670.0,connect,ended,-121.0,538870.0,30.0,0- No delay,1,0,0
562864.0,401649.0,connect,ended,-147.0,,,0- No delay,1,0,0
562987.0,317770.0,connect,ended,-83.0,,,0- No delay,1,0,0
562097.0,410954.0,mobile,ended,-346.0,,,0- No delay,0,0,0
535808.0,385303.0,connect,ended,-9.0,,,0- No delay,1,0,0
566389.0,391519.0,connect,ended,-25.0,,,0- No delay,1,0,0
566481.0,315136.0,connect,ended,-9.0,,,0- No delay,1,0,0
564911.0,410832.0,mobile,ended,-38.0,,,0- No delay,0,0,0
539923.0,247971.0,mobile,ended,-51.0,,,0- No delay,0,0,0
565073.0,415648.0,mobile,ended,-5.0,,,0- No delay,0,0,0
565173.0,357746.0,mobile,ended,-230.0,,,0- No delay,0,0,0
565223.0,384396.0,connect,ended,-9.0,,,0- No delay,1,0,0
565711.0,367627.0,mobile,ended,-86.0,561444.0,540.0,0- No delay,0,0,0
539451.0,355444.0,connect,ended,-536.0,,,0- No delay,1,0,0
536329.0,380785.0,mobile,ended,-24.0,,,0- No delay,0,0,0
565718.0,276400.0,mobile,ended,-3.0,,,0- No delay,0,0,0
536276.0,371217.0,connect,ended,-5.0,,,0- No delay,1,0,0
539071.0,388231.0,mobile,ended,-35.0,,,0- No delay,0,0,0
566750.0,385494.0,mobile,ended,-151.0,,,0- No delay,0,0,0
538852.0,311437.0,mobile,ended,-120.0,,,0- No delay,0,0,0
538678.0,351549.0,connect,ended,-348.0,,,0- No delay,1,0,0
536101.0,408910.0,mobile,ended,-60.0,,,0- No delay,0,0,0
538569.0,406984.0,mobile,ended,-15.0,,,0- No delay,0,0,0
538437.0,408937.0,mobile,ended,-155.0,,,0- No delay,0,0,0
536090.0,188941.0,mobile,ended,-28.0,,,0- No delay,0,0,0
538251.0,401964.0,mobile,ended,-37.0,,,0- No delay,0,0,0
538184.0,347242.0,mobile,ended,-129.0,,,0- No delay,0,0,0
538105.0,243218.0,mobile,ended,-24.0,,,0- No delay,0,0,0
566918.0,362394.0,mobile,ended,-48.0,,,0- No delay,0,0,0
540018.0,245480.0,mobile,ended,-196.0,,,0- No delay,0,0,0
540298.0,202057.0,mobile,ended,-6.0,,,0- No delay,0,0,0
540330.0,362860.0,mobile,ended,-18.0,,,0- No delay,0,0,0
566556.0,408481.0,mobile,ended,-6.0,,,0- No delay,0,0,0
566670.0,270797.0,mobile,ended,-36.0,,,0- No delay,0,0,0
541991.0,329496.0,mobile,ended,-25.0,,,0- No delay,0,0,0
566801.0,391755.0,mobile,ended,-6.0,,,0- No delay,0,0,0
537192.0,337217.0,mobile,ended,-253.0,,,0- No delay,0,0,0
562954.0,409145.0,mobile,ended,-34.0,,,0- No delay,0,0,0
537052.0,278762.0,mobile,ended,-58.0,,,0- No delay,0,0,0
563726.0,373582.0,mobile,ended,-11.0,,,0- No delay,0,0,0
563973.0,366990.0,connect,ended,-44.0,,,0- No delay,1,0,0
566427.0,278404.0,mobile,ended,-220.0,,,0- No delay,0,0,0
541174.0,284552.0,mobile,ended,-25.0,,,0- No delay,0,0,0
537034.0,404420.0,mobile,ended,-27.0,,,0- No delay,0,0,0
540735.0,314897.0,mobile,ended,-14.0,,,0- No delay,0,0,0
557547.0,307207.0,mobile,ended,-19.0,,,0- No delay,0,0,0
557898.0,342154.0,connect,ended,-2.0,,,0- No delay,1,0,0
564381.0,338969.0,connect,ended,-53.0,,,0- No delay,1,0,0
540633.0,396732.0,mobile,ended,-5.0,,,0- No delay,0,0,0
540553.0,303506.0,mobile,ended,-24.0,,,0- No delay,0,0,0
564768.0,362419.0,mobile,ended,-124.0,,,0- No delay,0,0,0
564849.0,347208.0,connect,ended,-286.0,,,0- No delay,1,0,0
540369.0,341086.0,mobile,ended,-62.0,,,0- No delay,0,0,0
564886.0,384607.0,mobile,ended,-68.0,,,0- No delay,0,0,0
541014.0,321607.0,mobile,ended,-7.0,,,0- No delay,0,0,0
561408.0,310444.0,connect,ended,-54.0,545475.0,360.0,0- No delay,1,0,0
553005.0,346208.0,connect,ended,-6.0,,,0- No delay,1,0,0
573972.0,390590.0,connect,ended,-144.0,,,0- No delay,1,0,0
539934.0,372115.0,mobile,ended,-50.0,536095.0,720.0,0- No delay,0,0,0
514557.0,364038.0,mobile,ended,-1.0,,,0- No delay,0,0,0
561214.0,261576.0,mobile,ended,-99.0,,,0- No delay,0,0,0
540114.0,389053.0,mobile,ended,-4.0,,,0- No delay,0,0,0
540432.0,405281.0,mobile,ended,-47.0,,,0- No delay,0,0,0
540597.0,182933.0,mobile,ended,-17.0,,,0- No delay,0,0,0
508850.0,188941.0,mobile,ended,-179.0,,,0- No delay,0,0,0
540694.0,227286.0,mobile,ended,-11.0,,,0- No delay,0,0,0
561155.0,406551.0,connect,ended,-43.0,,,0- No delay,1,0,0
550306.0,353425.0,connect,ended,-58.0,555658.0,720.0,0- No delay,1,0,0
518261.0,391287.0,mobile,ended,-7.0,,,0- No delay,0,0,0
560917.0,397817.0,mobile,ended,-107.0,,,0- No delay,0,0,0
516962.0,398697.0,mobile,ended,-17.0,,,0- No delay,0,0,0
540901.0,407055.0,connect,ended,-153.0,,,0- No delay,1,0,0
515229.0,304392.0,connect,ended,-24.0,,,0- No delay,1,0,0
540911.0,364160.0,connect,ended,-42.0,,,0- No delay,1,0,0
514494.0,348178.0,mobile,ended,-234.0,,,0- No delay,0,0,0
541424.0,229279.0,mobile,ended,-120.0,,,0- No delay,0,0,0
513317.0,358772.0,connect,ended,-8.0,,,0- No delay,1,0,0
541853.0,240566.0,mobile,ended,-183.0,,,0- No delay,0,0,0
512503.0,390347.0,mobile,ended,-98.0,,,0- No delay,0,0,0
510797.0,399549.0,mobile,ended,-14.0,,,0- No delay,0,0,0
549466.0,371517.0,mobile,ended,-42.0,,,0- No delay,0,0,0
541981.0,397838.0,mobile,ended,-7.0,,,0- No delay,0,0,0
573478.0,281068.0,mobile,ended,-2.0,,,0- No delay,0,0,0
571540.0,334118.0,mobile,ended,-13.0,,,0- No delay,0,0,0
567637.0,338584.0,connect,ended,-166.0,,,0- No delay,1,0,0
548451.0,359358.0,connect,ended,-524.0,,,0- No delay,1,0,0
555042.0,338647.0,mobile,ended,-33.0,,,0- No delay,0,0,0
568120.0,410535.0,mobile,ended,-129.0,,,0- No delay,0,0,0
548757.0,411713.0,mobile,ended,-8.0,,,0- No delay,0,0,0
568159.0,273720.0,mobile,ended,-47.0,,,0- No delay,0,0,0
568164.0,374298.0,connect,ended,-43.0,565095.0,60.0,0- No delay,1,0,0
