model_key,mileage,engine_power,fuel,paint_color,car_type,private_parking_available,has_gps,has_air_conditioning,automatic_car,has_getaround_connect,has_speed_regulator,winter_tires,rental_price_per_day,model_key_,fuel_,paint_color_,factorized_model_key,factorized_fuel,factorized_paint_color,factorized_car_type,factorized_private_parking_available,factorized_has_gps,factorized_has_air_conditioning,factorized_automatic_car,factorized_has_getaround_connect,factorized_has_speed_regulator,factorized_winter_tires,factorized_model_key_,factorized_fuel_,factorized_paint_color_
BMW,147313,85,diesel,grey,hatchback,False,False,False,False,False,False,False,94,BMW,diesel,grey,5,0,4,3,1,1,0,0,1,1,1,5,0,4
Citroën,142991,105,diesel,white,hatchback,False,False,False,False,False,False,True,101,Citroën,diesel,white,0,0,1,3,1,1,0,0,1,1,0,0,0,1
Volkswagen,100437,120,diesel,grey,hatchback,True,True,True,False,True,False,True,153,Volkswagen,diesel,grey,10,0,4,3,0,0,1,0,0,1,0,9,0,4
Mercedes,162580,100,diesel,black,hatchback,True,True,False,False,False,False,True,110,Mercedes,diesel,black,7,0,0,3,0,0,0,0,1,1,0,7,0,0
BMW,153985,85,diesel,silver,hatchback,False,True,False,False,False,False,False,96,BMW,diesel,silver,5,0,3,3,1,0,0,0,1,1,1,5,0,3
BMW,105041,85,diesel,white,hatchback,False,True,False,False,False,True,True,106,BMW,diesel,white,5,0,1,3,1,0,0,0,1,0,0,5,0,1
Renault,19476,225,petrol,white,hatchback,True,True,False,False,True,False,True,201,Renault,petrol,white,3,1,1,3,0,0,0,0,0,1,0,3,1,1
Mercedes,147926,100,diesel,grey,hatchback,False,True,False,False,False,False,True,120,Mercedes,diesel,grey,7,0,4,3,1,0,0,0,1,1,0,7,0,4
BMW,177679,85,diesel,grey,hatchback,True,False,False,False,False,False,True,96,BMW,diesel,grey,5,0,4,3,0,1,0,0,1,1,0,5,0,4
BMW,85173,85,diesel,blue,hatchback,True,True,True,False,False,False,True,105,BMW,diesel,blue,5,0,5,3,0,0,1,0,1,1,0,5,0,5
Citroën,51273,110,diesel,black,hatchback,False,True,False,False,False,False,True,114,Citroën,diesel,black,0,0,0,3,1,0,0,0,1,1,0,0,0,0
BMW,191642,85,diesel,black,hatchback,False,True,False,False,True,True,True,100,BMW,diesel,black,5,0,0,3,1,0,0,0,0,0,0,5,0,0
BMW,127577,85,diesel,white,hatchback,False,False,False,False,False,False,True,94,BMW,diesel,white,5,0,1,3,1,1,0,0,1,1,0,5,0,1
Volkswagen,113709,120,diesel,black,hatchback,True,True,False,False,True,True,True,148,Volkswagen,diesel,black,10,0,0,3,0,0,0,0,0,0,0,9,0,0
Opel,177793,135,diesel,white,hatchback,True,True,False,False,True,True,True,144,Opel,diesel,white,8,0,1,3,0,0,0,0,0,0,0,8,0,1
Volkswagen,52299,75,petrol,black,hatchback,False,False,False,False,True,True,True,116,Volkswagen,petrol,black,10,1,0,3,1,1,0,0,0,0,0,9,1,0
Volkswagen,273532,180,diesel,beige,hatchback,True,True,False,True,False,True,True,117,Volkswagen,diesel,beige,10,0,7,3,0,0,0,1,1,0,0,9,0,7
Peugeot,38005,140,diesel,black,hatchback,False,False,False,False,False,False,False,152,Peugeot,diesel,black,1,0,0,3,1,1,0,0,1,1,1,1,0,0
Audi,96166,135,diesel,grey,hatchback,False,True,False,False,False,False,True,135,Audi,diesel,grey,4,0,4,3,1,0,0,0,1,1,0,4,0,4
Alfa Romeo,137007,230,diesel,grey,hatchback,False,True,False,True,True,True,True,157,others,diesel,grey,12,0,4,3,1,0,0,1,0,0,0,6,0,4
Renault,146402,137,diesel,grey,hatchback,True,True,False,False,False,False,True,127,Renault,diesel,grey,3,0,4,3,0,0,0,0,1,1,0,3,0,4
Mercedes,176050,100,diesel,black,hatchback,False,True,False,False,False,True,True,126,Mercedes,diesel,black,7,0,0,3,1,0,0,0,1,0,0,7,0,0
BMW,62350,85,diesel,grey,hatchback,False,False,False,False,False,False,True,103,BMW,diesel,grey,5,0,4,3,1,1,0,0,1,1,0,5,0,4
BMW,86048,85,diesel,black,hatchback,False,True,False,False,False,True,True,109,BMW,diesel,black,5,0,0,3,1,0,0,0,1,0,0,5,0,0
BMW,26925,85,diesel,white,hatchback,False,True,False,False,False,False,True,120,BMW,diesel,white,5,0,1,3,1,0,0,0,1,1,0,5,0,1
BMW,181062,85,diesel,blue,hatchback,False,True,False,False,False,False,True,93,BMW,diesel,blue,5,0,5,3,1,0,0,0,1,1,0,5,0,5
Opel,172364,140,diesel,white,hatchback,False,True,True,False,False,False,True,118,Opel,diesel,white,8,0,1,3,1,0,1,0,1,1,0,8,0,1
BMW,75197,85,diesel,blue,hatchback,True,False,False,False,False,True,True,104,BMW,diesel,blue,5,0,5,3,0,1,0,0,1,0,0,5,0,5
Citroën,142220,105,diesel,grey,hatchback,True,True,False,False,False,False,True,104,Citroën,diesel,grey,0,0,4,3,0,0,0,0,1,1,0,0,0,4
Citroën,59974,110,diesel,grey,hatchback,False,True,False,False,False,False,True,117,Citroën,diesel,grey,0,0,4,3,1,0,0,0,1,1,0,0,0,4
KIA Motors,50609,190,diesel,beige,hatchback,True,True,False,False,False,False,True,157,others,diesel,beige,11,0,7,3,0,0,0,0,1,1,0,6,0,7
BMW,111944,85,diesel,blue,hatchback,False,True,False,False,False,False,True,93,BMW,diesel,blue,5,0,5,3,1,0,0,0,1,1,0,5,0,5
Ford,85939,160,diesel,silver,hatchback,False,True,True,False,True,True,True,140,others,diesel,silver,6,0,3,3,1,0,1,0,0,0,0,6,0,3
BMW,181208,85,diesel,white,hatchback,True,False,False,False,False,False,True,90,BMW,diesel,white,5,0,1,3,0,1,0,0,1,1,0,5,0,1
Mercedes,104861,100,diesel,brown,hatchback,True,True,False,False,False,False,True,136,Mercedes,diesel,brown,7,0,8,3,0,0,0,0,1,1,0,7,0,8
Peugeot,128502,135,diesel,blue,hatchback,False,True,False,False,False,False,True,107,Peugeot,diesel,blue,1,0,5,3,1,0,0,0,1,1,0,1,0,5
BMW,121821,85,diesel,grey,hatchback,False,False,False,False,False,False,True,92,BMW,diesel,grey,5,0,4,3,1,1,0,0,1,1,0,5,0,4
BMW,116708,85,diesel,black,hatchback,False,True,False,False,False,False,True,95,BMW,diesel,black,5,0,0,3,1,0,0,0,1,1,0,5,0,0
Citroën,90248,105,diesel,grey,hatchback,False,False,False,False,False,False,True,84,Citroën,diesel,grey,0,0,4,3,1,1,0,0,1,1,0,0,0,4
Mercedes,134873,105,diesel,blue,hatchback,False,False,False,False,False,False,False,109,Mercedes,diesel,blue,7,0,5,3,1,1,0,0,1,1,1,7,0,5
Audi,93670,135,diesel,black,hatchback,True,True,False,False,False,True,True,147,Audi,diesel,black,4,0,0,3,0,0,0,0,1,0,0,4,0,0
Audi,145172,120,diesel,grey,hatchback,True,True,True,False,False,True,True,115,Audi,diesel,grey,4,0,4,3,0,0,1,0,1,0,0,4,0,4
BMW,100865,85,diesel,black,hatchback,False,True,False,False,False,False,True,103,BMW,diesel,black,5,0,0,3,1,0,0,0,1,1,0,5,0,0
Citroën,161376,105,diesel,black,hatchback,False,True,False,False,False,True,True,111,Citroën,diesel,black,0,0,0,3,1,0,0,0,1,0,0,0,0,0
Peugeot,183906,130,diesel,blue,hatchback,False,False,False,False,False,False,True,75,Peugeot,diesel,blue,1,0,5,3,1,1,0,0,1,1,0,1,0,5
BMW,101675,85,diesel,blue,hatchback,False,True,False,False,False,True,True,99,BMW,diesel,blue,5,0,5,3,1,0,0,0,1,0,0,5,0,5
Citroën,246370,105,diesel,white,hatchback,False,True,False,False,False,False,True,75,Citroën,diesel,white,0,0,1,3,1,0,0,0,1,1,0,0,0,1
Mercedes,87471,105,diesel,grey,hatchback,True,True,True,False,True,True,True,133,Mercedes,diesel,grey,7,0,4,3,0,0,1,0,0,0,0,7,0,4
Opel,40168,135,diesel,black,hatchback,False,True,False,False,True,True,True,172,Opel,diesel,black,8,0,0,3,1,0,0,0,0,0,0,8,0,0
BMW,150919,85,diesel,grey,hatchback,False,True,False,False,False,False,True,91,BMW,diesel,grey,5,0,4,3,1,0,0,0,1,1,0,5,0,4
BMW,43386,85,diesel,blue,hatchback,False,False,False,False,False,False,True,124,BMW,diesel,blue,5,0,5,3,1,1,0,0,1,1,0,5,0,5
Citroën,146724,120,diesel,black,hatchback,True,True,True,False,False,True,True,115,Citroën,diesel,black,0,0,0,3,0,0,1,0,1,0,0,0,0,0
BMW,148925,85,diesel,grey,hatchback,False,True,False,False,False,False,True,97,BMW,diesel,grey,5,0,4,3,1,0,0,0,1,1,0,5,0,4
Mercedes,156215,105,diesel,black,hatchback,False,True,True,False,True,True,True,126,Mercedes,diesel,black,7,0,0,3,1,0,1,0,0,0,0,7,0,0
BMW,90083,85,diesel,brown,hatchback,False,False,False,False,False,False,True,99,BMW,diesel,brown,5,0,8,3,1,1,0,0,1,1,0,5,0,8
Peugeot,139318,135,diesel,blue,hatchback,False,True,False,False,True,True,True,127,Peugeot,diesel,blue,1,0,5,3,1,0,0,0,0,0,0,1,0,5
Citroën,114616,105,diesel,grey,hatchback,False,True,False,False,False,True,True,98,Citroën,diesel,grey,0,0,4,3,1,0,0,0,1,0,0,0,0,4
Citroën,210764,100,diesel,grey,hatchback,False,True,False,False,False,False,True,65,Citroën,diesel,grey,0,0,4,3,1,0,0,0,1,1,0,0,0,4
BMW,143829,85,diesel,grey,hatchback,False,True,False,False,False,False,True,99,BMW,diesel,grey,5,0,4,3,1,0,0,0,1,1,0,5,0,4
BMW,145350,85,diesel,blue,hatchback,True,True,False,False,False,False,True,97,BMW,diesel,blue,5,0,5,3,0,0,0,0,1,1,0,5,0,5
Volkswagen,101439,135,diesel,grey,hatchback,True,True,True,False,True,True,True,151,Volkswagen,diesel,grey,10,0,4,3,0,0,1,0,0,0,0,9,0,4
BMW,179071,85,diesel,grey,hatchback,False,True,False,False,True,False,True,108,BMW,diesel,grey,5,0,4,3,1,0,0,0,0,1,0,5,0,4
BMW,138203,85,diesel,grey,hatchback,False,True,False,False,False,False,True,97,BMW,diesel,grey,5,0,4,3,1,0,0,0,1,1,0,5,0,4
Citroën,91927,100,diesel,white,hatchback,False,True,False,False,True,True,True,111,Citroën,diesel,white,0,0,1,3,1,0,0,0,0,0,0,0,0,1
BMW,110575,85,diesel,blue,hatchback,False,False,False,False,False,False,True,95,BMW,diesel,blue,5,0,5,3,1,1,0,0,1,1,0,5,0,5
Citroën,53952,110,diesel,blue,hatchback,False,True,False,False,False,False,True,111,Citroën,diesel,blue,0,0,5,3,1,0,0,0,1,1,0,0,0,5
Fiat,146980,150,diesel,black,hatchback,True,True,False,False,True,True,True,79,others,diesel,black,14,0,0,3,0,0,0,0,0,0,0,6,0,0
Citroën,199159,90,diesel,black,hatchback,True,True,True,False,False,False,True,70,Citroën,diesel,black,0,0,0,3,0,0,1,0,1,1,0,0,0,0
BMW,69188,85,diesel,blue,hatchback,False,False,False,False,False,False,True,98,BMW,diesel,blue,5,0,5,3,1,1,0,0,1,1,0,5,0,5
BMW,43822,85,diesel,black,hatchback,False,True,False,False,True,False,True,98,BMW,diesel,black,5,0,0,3,1,0,0,0,0,1,0,5,0,0
BMW,112223,85,diesel,blue,hatchback,True,True,True,False,False,False,True,91,BMW,diesel,blue,5,0,5,3,0,0,1,0,1,1,0,5,0,5
Citroën,68060,110,diesel,black,hatchback,False,True,False,False,False,False,True,118,Citroën,diesel,black,0,0,0,3,1,0,0,0,1,1,0,0,0,0
Renault,42261,225,petrol,grey,hatchback,True,True,False,True,True,True,True,164,Renault,petrol,grey,3,1,4,3,0,0,0,1,0,0,0,3,1,4
Volkswagen,183601,135,diesel,black,hatchback,True,True,True,False,True,False,True,127,Volkswagen,diesel,black,10,0,0,3,0,0,1,0,0,1,0,9,0,0
Mercedes,145240,100,diesel,black,hatchback,False,True,False,False,False,True,True,112,Mercedes,diesel,black,7,0,0,3,1,0,0,0,1,0,0,7,0,0
Volkswagen,100394,120,diesel,grey,hatchback,True,True,True,False,True,False,True,140,Volkswagen,diesel,grey,10,0,4,3,0,0,1,0,0,1,0,9,0,4
BMW,141063,85,diesel,white,hatchback,False,True,False,False,False,False,True,100,BMW,diesel,white,5,0,1,3,1,0,0,0,1,1,0,5,0,1
BMW,151334,85,diesel,white,hatchback,False,True,False,False,False,False,True,97,BMW,diesel,white,5,0,1,3,1,0,0,0,1,1,0,5,0,1
Mercedes,60013,100,diesel,white,hatchback,True,True,False,False,False,False,True,120,Mercedes,diesel,white,7,0,1,3,0,0,0,0,1,1,0,7,0,1
Mercedes,125677,100,diesel,grey,hatchback,False,True,False,False,True,False,True,115,Mercedes,diesel,grey,7,0,4,3,1,0,0,0,0,1,0,7,0,4
BMW,59453,85,diesel,black,hatchback,False,False,False,False,False,False,True,100,BMW,diesel,black,5,0,0,3,1,1,0,0,1,1,0,5,0,0
BMW,102884,85,diesel,grey,hatchback,True,False,True,False,False,False,True,75,BMW,diesel,grey,5,0,4,3,0,1,1,0,1,1,0,5,0,4
Mercedes,156195,105,diesel,grey,hatchback,True,True,False,False,True,True,True,128,Mercedes,diesel,grey,7,0,4,3,0,0,0,0,0,0,0,7,0,4
Mercedes,132353,100,diesel,blue,hatchback,False,False,True,False,True,False,True,114,Mercedes,diesel,blue,7,0,5,3,1,1,1,0,0,1,0,7,0,5
Mercedes,182372,100,diesel,blue,hatchback,True,True,False,False,False,False,True,117,Mercedes,diesel,blue,7,0,5,3,0,0,0,0,1,1,0,7,0,5
BMW,137660,85,diesel,blue,hatchback,True,True,False,False,False,True,True,95,BMW,diesel,blue,5,0,5,3,0,0,0,0,1,0,0,5,0,5
BMW,113121,85,diesel,brown,hatchback,True,True,False,False,False,False,True,104,BMW,diesel,brown,5,0,8,3,0,0,0,0,1,1,0,5,0,8
Citroën,54484,100,diesel,blue,hatchback,False,True,False,False,False,True,True,113,Citroën,diesel,blue,0,0,5,3,1,0,0,0,1,0,0,0,0,5
BMW,136286,85,diesel,black,hatchback,False,False,False,False,False,False,True,93,BMW,diesel,black,5,0,0,3,1,1,0,0,1,1,0,5,0,0
BMW,60979,85,diesel,brown,hatchback,False,False,False,False,False,False,True,99,BMW,diesel,brown,5,0,8,3,1,1,0,0,1,1,0,5,0,8
Volkswagen,87768,70,diesel,brown,hatchback,False,False,False,False,False,False,True,79,Volkswagen,diesel,brown,10,0,8,3,1,1,0,0,1,1,0,9,0,8
BMW,123406,85,diesel,grey,hatchback,False,False,False,False,False,False,True,79,BMW,diesel,grey,5,0,4,3,1,1,0,0,1,1,0,5,0,4
Alfa Romeo,136949,230,diesel,grey,hatchback,False,True,False,True,True,True,True,158,others,diesel,grey,12,0,4,3,1,0,0,1,0,0,0,6,0,4
Volkswagen,42240,100,diesel,black,hatchback,True,True,False,False,True,False,True,158,Volkswagen,diesel,black,10,0,0,3,0,0,0,0,0,1,0,9,0,0
BMW,52611,85,diesel,black,hatchback,False,False,False,False,False,False,True,101,BMW,diesel,black,5,0,0,3,1,1,0,0,1,1,0,5,0,0
Audi,144945,135,diesel,silver,hatchback,False,True,False,False,True,True,True,123,Audi,diesel,silver,4,0,3,3,1,0,0,0,0,0,0,4,0,3
Mercedes,191392,100,diesel,black,hatchback,False,False,True,False,False,False,True,110,Mercedes,diesel,black,7,0,0,3,1,1,1,0,1,1,0,7,0,0
BMW,184574,85,diesel,blue,hatchback,False,True,False,False,False,False,True,97,BMW,diesel,blue,5,0,5,3,1,0,0,0,1,1,0,5,0,5
Audi,143003,120,diesel,silver,hatchback,False,True,False,False,False,False,True,124,Audi,diesel,silver,4,0,3,3,1,0,0,0,1,1,0,4,0,3
Mercedes,49189,100,diesel,blue,hatchback,True,True,True,False,True,True,True,135,Mercedes,diesel,blue,7,0,5,3,0,0,1,0,0,0,0,7,0,5
BMW,86537,85,diesel,black,hatchback,False,True,False,False,False,False,True,123,BMW,diesel,black,5,0,0,3,1,0,0,0,1,1,0,5,0,0
BMW,135543,85,diesel,black,hatchback,False,True,False,False,False,False,True,83,BMW,diesel,black,5,0,0,3,1,0,0,0,1,1,0,5,0,0
BMW,115193,85,diesel,silver,hatchback,False,True,False,False,False,False,True,100,BMW,diesel,silver,5,0,3,3,1,0,0,0,1,1,0,5,0,3
Citroën,138439,90,diesel,black,hatchback,False,False,True,False,False,True,True,70,Citroën,diesel,black,0,0,0,3,1,1,1,0,1,0,0,0,0,0
BMW,145241,85,diesel,black,hatchback,False,True,False,False,False,False,True,89,BMW,diesel,black,5,0,0,3,1,0,0,0,1,1,0,5,0,0
BMW,60957,85,diesel,blue,hatchback,True,False,False,False,False,False,True,113,BMW,diesel,blue,5,0,5,3,0,1,0,0,1,1,0,5,0,5
Mercedes,193477,100,diesel,black,hatchback,False,True,False,False,False,False,True,114,Mercedes,diesel,black,7,0,0,3,1,0,0,0,1,1,0,7,0,0
BMW,151557,85,diesel,black,hatchback,False,False,False,False,False,True,True,95,BMW,diesel,black,5,0,0,3,1,1,0,0,1,0,0,5,0,0
Peugeot,61476,135,diesel,silver,hatchback,True,True,False,True,True,True,True,122,Peugeot,diesel,silver,1,0,3,3,0,0,0,1,0,0,0,1,0,3
BMW,177314,85,diesel,white,hatchback,False,False,False,False,False,False,True,91,BMW,diesel,white,5,0,1,3,1,1,0,0,1,1,0,5,0,1
Mercedes,139767,105,diesel,blue,hatchback,False,True,False,False,False,False,True,121,Mercedes,diesel,blue,7,0,5,3,1,0,0,0,1,1,0,7,0,5
BMW,121510,85,diesel,black,hatchback,False,True,False,False,False,True,True,96,BMW,diesel,black,5,0,0,3,1,0,0,0,1,0,0,5,0,0
Volkswagen,197578,120,diesel,black,hatchback,True,True,False,False,False,False,True,151,Volkswagen,diesel,black,10,0,0,3,0,0,0,0,1,1,0,9,0,0
BMW,70714,85,diesel,white,hatchback,False,False,False,False,False,False,True,103,BMW,diesel,white,5,0,1,3,1,1,0,0,1,1,0,5,0,1
Mercedes,188345,100,diesel,white,hatchback,True,True,False,False,False,True,True,128,Mercedes,diesel,white,7,0,1,3,0,0,0,0,1,0,0,7,0,1
BMW,137507,85,diesel,brown,hatchback,False,True,False,False,False,False,True,95,BMW,diesel,brown,5,0,8,3,1,0,0,0,1,1,0,5,0,8
Volkswagen,122621,190,diesel,brown,hatchback,True,True,True,True,True,True,True,176,Volkswagen,diesel,brown,10,0,8,3,0,0,1,1,0,0,0,9,0,8
Volkswagen,149967,135,diesel,black,hatchback,True,True,True,False,False,False,True,137,Volkswagen,diesel,black,10,0,0,3,0,0,1,0,1,1,0,9,0,0
BMW,67035,85,diesel,white,hatchback,False,False,False,False,False,False,True,94,BMW,diesel,white,5,0,1,3,1,1,0,0,1,1,0,5,0,1
Citroën,50972,110,diesel,blue,hatchback,False,True,False,False,False,False,True,117,Citroën,diesel,blue,0,0,5,3,1,0,0,0,1,1,0,0,0,5
BMW,155313,85,diesel,white,hatchback,False,True,False,False,False,False,True,98,BMW,diesel,white,5,0,1,3,1,0,0,0,1,1,0,5,0,1
BMW,42485,85,diesel,silver,hatchback,False,False,False,False,False,False,True,104,BMW,diesel,silver,5,0,3,3,1,1,0,0,1,1,0,5,0,3
BMW,77065,85,diesel,blue,hatchback,True,True,False,False,True,False,True,116,BMW,diesel,blue,5,0,5,3,0,0,0,0,0,1,0,5,0,5
Audi,117963,135,diesel,white,hatchback,True,True,False,True,True,True,True,141,Audi,diesel,white,4,0,1,3,0,0,0,1,0,0,0,4,0,1
Renault,70490,230,diesel,white,hatchback,True,True,False,True,True,False,True,189,Renault,diesel,white,3,0,1,3,0,0,0,1,0,1,0,3,0,1
BMW,70800,85,diesel,black,hatchback,False,True,False,False,False,False,True,100,BMW,diesel,black,5,0,0,3,1,0,0,0,1,1,0,5,0,0
Mercedes,140058,100,diesel,black,hatchback,True,True,False,False,False,True,True,129,Mercedes,diesel,black,7,0,0,3,0,0,0,0,1,0,0,7,0,0
Mercedes,29835,100,diesel,black,hatchback,True,True,False,False,False,False,True,153,Mercedes,diesel,black,7,0,0,3,0,0,0,0,1,1,0,7,0,0
Volkswagen,81394,120,diesel,grey,hatchback,True,True,False,False,True,False,True,148,Volkswagen,diesel,grey,10,0,4,3,0,0,0,0,0,1,0,9,0,4
BMW,86736,85,diesel,black,hatchback,False,True,False,False,False,False,True,123,BMW,diesel,black,5,0,0,3,1,0,0,0,1,1,0,5,0,0
Citroën,105809,100,diesel,white,hatchback,False,False,False,False,True,True,True,103,Citroën,diesel,white,0,0,1,3,1,1,0,0,0,0,0,0,0,1
BMW,175172,85,diesel,grey,hatchback,False,False,False,False,False,False,True,73,BMW,diesel,grey,5,0,4,3,1,1,0,0,1,1,0,5,0,4
Volkswagen,109779,100,diesel,grey,hatchback,True,True,False,False,True,False,True,140,Volkswagen,diesel,grey,10,0,4,3,0,0,0,0,0,1,0,9,0,4
Renault,133621,230,diesel,black,hatchback,True,True,True,False,False,True,True,200,Renault,diesel,black,3,0,0,3,0,0,1,0,1,0,0,3,0,0
Porsche,78740,75,electro,grey,hatchback,True,True,False,False,False,False,True,144,others,others,grey,9,3,4,3,0,0,0,0,1,1,0,6,2,4
BMW,129562,85,diesel,grey,hatchback,True,False,False,False,False,False,True,101,BMW,diesel,grey,5,0,4,3,0,1,0,0,1,1,0,5,0,4
BMW,98204,85,diesel,black,hatchback,False,True,False,False,True,True,True,107,BMW,diesel,black,5,0,0,3,1,0,0,0,0,0,0,5,0,0
Citroën,174514,100,diesel,black,hatchback,False,False,False,False,False,False,True,70,Citroën,diesel,black,0,0,0,3,1,1,0,0,1,1,0,0,0,0
BMW,150130,85,diesel,blue,hatchback,True,True,False,False,True,False,True,106,BMW,diesel,blue,5,0,5,3,0,0,0,0,0,1,0,5,0,5
BMW,189285,100,petrol,black,hatchback,False,True,False,False,False,False,True,94,BMW,petrol,black,5,1,0,3,1,0,0,0,1,1,0,5,1,0
Citroën,245775,90,diesel,black,hatchback,True,True,False,False,False,False,True,57,Citroën,diesel,black,0,0,0,3,0,0,0,0,1,1,0,0,0,0
Renault,84187,230,diesel,grey,hatchback,True,True,False,False,True,False,True,173,Renault,diesel,grey,3,0,4,3,0,0,0,0,0,1,0,3,0,4
Opel,87036,120,diesel,black,hatchback,True,True,False,False,True,False,True,158,Opel,diesel,black,8,0,0,3,0,0,0,0,0,1,0,8,0,0
Renault,70840,230,diesel,white,hatchback,True,True,False,True,True,False,True,191,Renault,diesel,white,3,0,1,3,0,0,0,1,0,1,0,3,0,1
BMW,116652,85,diesel,blue,hatchback,False,True,False,False,False,False,True,96,BMW,diesel,blue,5,0,5,3,1,0,0,0,1,1,0,5,0,5
BMW,121765,85,diesel,grey,hatchback,True,True,False,False,True,False,True,104,BMW,diesel,grey,5,0,4,3,0,0,0,0,0,1,0,5,0,4
Opel,38700,120,diesel,grey,hatchback,True,True,True,False,True,False,True,158,Opel,diesel,grey,8,0,4,3,0,0,1,0,0,1,0,8,0,4
BMW,136985,85,diesel,black,hatchback,False,False,False,False,False,False,True,88,BMW,diesel,black,5,0,0,3,1,1,0,0,1,1,0,5,0,0
Mercedes,190919,100,diesel,black,hatchback,True,True,True,False,True,False,True,123,Mercedes,diesel,black,7,0,0,3,0,0,1,0,0,1,0,7,0,0
Citroën,108680,105,diesel,grey,hatchback,False,True,False,False,False,False,True,113,Citroën,diesel,grey,0,0,4,3,1,0,0,0,1,1,0,0,0,4
Audi,95584,135,diesel,brown,hatchback,True,True,False,False,True,True,True,148,Audi,diesel,brown,4,0,8,3,0,0,0,0,0,0,0,4,0,8
BMW,88491,85,diesel,black,hatchback,False,False,False,False,False,False,True,101,BMW,diesel,black,5,0,0,3,1,1,0,0,1,1,0,5,0,0
BMW,155733,85,diesel,black,hatchback,False,True,False,False,False,False,True,100,BMW,diesel,black,5,0,0,3,1,0,0,0,1,1,0,5,0,0
Citroën,243524,110,diesel,grey,hatchback,False,False,True,False,False,True,True,33,Citroën,diesel,grey,0,0,4,3,1,1,1,0,1,0,0,0,0,4
Mercedes,225046,105,diesel,black,hatchback,True,True,False,False,False,True,True,114,Mercedes,diesel,black,7,0,0,3,0,0,0,0,1,0,0,7,0,0
BMW,57727,85,diesel,black,hatchback,False,False,False,False,False,False,True,98,BMW,diesel,black,5,0,0,3,1,1,0,0,1,1,0,5,0,0
Audi,153958,135,diesel,beige,hatchback,True,True,False,False,False,False,True,128,Audi,diesel,beige,4,0,7,3,0,0,0,0,1,1,0,4,0,7
Mercedes,182506,100,diesel,blue,hatchback,False,True,False,False,False,False,True,114,Mercedes,diesel,blue,7,0,5,3,1,0,0,0,1,1,0,7,0,5
Peugeot,114968,135,diesel,white,hatchback,False,True,False,True,False,True,True,117,Peugeot,diesel,white,1,0,1,3,1,0,0,1,1,0,0,1,0,1
Audi,69626,135,diesel,white,hatchback,True,True,True,False,True,True,True,150,Audi,diesel,white,4,0,1,3,0,0,1,0,0,0,0,4,0,1
BMW,122092,85,diesel,brown,hatchback,False,True,False,False,True,False,True,103,BMW,diesel,brown,5,0,8,3,1,0,0,0,0,1,0,5,0,8
BMW,155705,85,diesel,black,hatchback,False,False,True,False,False,True,True,102,BMW,diesel,black,5,0,0,3,1,1,1,0,1,0,0,5,0,0
BMW,163618,85,diesel,black,hatchback,False,True,False,False,False,False,True,93,BMW,diesel,black,5,0,0,3,1,0,0,0,1,1,0,5,0,0
BMW,116770,85,diesel,black,hatchback,False,True,False,False,True,False,True,98,BMW,diesel,black,5,0,0,3,1,0,0,0,0,1,0,5,0,0
Audi,191795,135,petrol,grey,hatchback,True,True,False,False,False,False,True,110,Audi,petrol,grey,4,1,4,3,0,0,0,0,1,1,0,4,1,4
Citroën,59424,100,diesel,black,hatchback,True,False,False,False,True,True,True,119,Citroën,diesel,black,0,0,0,3,0,1,0,0,0,0,0,0,0,0
BMW,64215,85,diesel,blue,hatchback,False,False,False,False,False,False,True,100,BMW,diesel,blue,5,0,5,3,1,1,0,0,1,1,0,5,0,5
Volkswagen,181419,120,diesel,grey,hatchback,True,True,False,False,False,False,True,134,Volkswagen,diesel,grey,10,0,4,3,0,0,0,0,1,1,0,9,0,4
BMW,131547,85,diesel,blue,hatchback,True,True,False,False,False,False,True,60,BMW,diesel,blue,5,0,5,3,0,0,0,0,1,1,0,5,0,5
Citroën,96941,100,diesel,blue,hatchback,False,True,False,False,True,True,True,104,Citroën,diesel,blue,0,0,5,3,1,0,0,0,0,0,0,0,0,5
Mercedes,148625,105,diesel,black,hatchback,False,False,False,False,True,False,True,124,Mercedes,diesel,black,7,0,0,3,1,1,0,0,0,1,0,7,0,0
BMW,199943,85,diesel,black,hatchback,False,True,False,False,False,False,True,91,BMW,diesel,black,5,0,0,3,1,0,0,0,1,1,0,5,0,0
Audi,170151,120,diesel,grey,hatchback,False,True,False,False,False,False,True,115,Audi,diesel,grey,4,0,4,3,1,0,0,0,1,1,0,4,0,4
BMW,60598,85,diesel,grey,hatchback,False,False,False,False,False,False,True,103,BMW,diesel,grey,5,0,4,3,1,1,0,0,1,1,0,5,0,4
Citroën,42984,110,diesel,grey,hatchback,False,True,False,False,False,True,True,132,Citroën,diesel,grey,0,0,4,3,1,0,0,0,1,0,0,0,0,4
Opel,26865,135,diesel,black,hatchback,True,False,False,False,True,False,True,162,Opel,diesel,black,8,0,0,3,0,1,0,0,0,1,0,8,0,0
Citroën,167598,105,diesel,grey,hatchback,True,False,False,False,False,False,True,97,Citroën,diesel,grey,0,0,4,3,0,1,0,0,1,1,0,0,0,4
Opel,89703,120,diesel,blue,hatchback,True,True,False,False,True,False,True,154,Opel,diesel,blue,8,0,5,3,0,0,0,0,0,1,0,8,0,5
BMW,25474,85,diesel,white,hatchback,False,True,False,False,False,False,True,112,BMW,diesel,white,5,0,1,3,1,0,0,0,1,1,0,5,0,1
